Gene,GO Terms
C1QTNF5,GO:0009306 GO:0048839
BPIFB2,
PHYHD1,
ZNF671,GO:0006357
STRAP,GO:0000122 GO:0000380 GO:0000387 GO:0030182 GO:0030277 GO:0030512
NOL9,GO:0000460 GO:0016310 GO:0006396 GO:0000448
PPM1H,GO:0006470 GO:1904184
TRDV2,GO:0002250 GO:0045087
FAIM,GO:0006915 GO:0007249 GO:1902042 GO:0050769
TNFRSF10C,GO:0036462 GO:0043065
PRRC2A,GO:0030154
AQP2,GO:0003091 GO:0003097 GO:0006833 GO:0015793 GO:0042631 GO:0051289 GO:0071280 GO:0071288 GO:0072205
TMEM33,GO:0034976 GO:0045087 GO:1903371 GO:1903896 GO:1903899 GO:0061024 GO:0071786
KRTAP4-1,
GALNT18,GO:0006493
PDHB,GO:0006086 GO:0006006 GO:0006099
DPP7,GO:0006508 GO:1905146
ZNF112,GO:0045944
SPATA32,GO:0007283
DHRS7B,GO:0006656 GO:0006954 GO:0008150 GO:0008611 GO:0030223 GO:0032091 GO:0045892 GO:0050873 GO:0060612 GO:0120161
CFAP69,GO:0007288 GO:0030317 GO:0007608 GO:0042048 GO:1902093 GO:1905516 GO:1990834
TMEM42,
EIPR1,GO:0032456 GO:0050796 GO:1905281 GO:2001137 GO:0016567
PHYHIPL,
CTDP1,GO:0006357 GO:0006368 GO:0006470 GO:0010458 GO:0043923 GO:0051301 GO:0061052
H2AC17,
DDX3Y,GO:0030154 GO:0007276
NIN,GO:0008104 GO:0010457 GO:0021540 GO:0021957 GO:0034454 GO:0048668 GO:0050772 GO:0051642 GO:0090222
OTOA,GO:0007605 GO:0019226 GO:0007160
MYBPC1,GO:0007155
RXRA,GO:0010875 GO:0045944 GO:0000122 GO:0002157 GO:0009755 GO:0030501 GO:0032411 GO:0032526 GO:0035357 GO:0042789 GO:0043401 GO:0045893 GO:0048384 GO:0070564 GO:0030154 GO:0048856
ADCY7,GO:0002819 GO:0006171 GO:0035556 GO:0060135 GO:0071285 GO:0071361 GO:1900016 GO:0007189 GO:0007193
DEFB115,GO:0042742
VSX2,GO:0000122 GO:0007601 GO:0050896 GO:0006357
TMEM39A,GO:0006914 GO:0045070 GO:1901097 GO:1902902
NDFIP1,GO:0002761 GO:0002829 GO:0006879 GO:0007034 GO:0010629 GO:0031398 GO:0032410 GO:0032713 GO:0035739 GO:0043123 GO:0045619 GO:0045732 GO:0048294 GO:0048302 GO:0050728 GO:0051224 GO:2000562 GO:0006511 GO:0030001
ZNF554,GO:0000122
CARD8,GO:0006915 GO:0006954 GO:0010804 GO:0031665 GO:0032088 GO:0032691 GO:0032731 GO:0042981 GO:0043124 GO:0043280 GO:0051607 GO:0097264 GO:0097340 GO:0140374 GO:0140633 GO:1900226 GO:0006919 GO:0043122
PPIP5K1,GO:0006020 GO:0016310 GO:0043647 GO:0032958
OTUD4,GO:0034122 GO:0045087 GO:0070536 GO:0071108 GO:1901537 GO:1903093 GO:2000660 GO:0016579
ATAT1,GO:0071929 GO:0000226 GO:0007283 GO:0009612 GO:0021542 GO:0044546 GO:0045598 GO:0048265 GO:0048666 GO:0060271 GO:0070507 GO:1900227
DYRK1B,GO:0006281 GO:0006468 GO:0007520 GO:0045893 GO:0046777 GO:0060612 GO:0018105 GO:0018107
GFAP,GO:0006886 GO:0009611 GO:0010467 GO:0010625 GO:0010977 GO:0014002 GO:0014010 GO:0030198 GO:0031102 GO:0043254 GO:0045109 GO:0051580 GO:0060020 GO:0060291 GO:0070779 GO:1904714
SLC25A37,GO:0046985 GO:0048250
ZBTB20,GO:0010629 GO:0032728 GO:0032755 GO:0032760 GO:0045821 GO:0046889 GO:0055088 GO:0071333 GO:0000122 GO:0002682 GO:0001817
GUSB,GO:0005975 GO:0006027 GO:0030200 GO:0030207 GO:0030214 GO:0019391
SAXO2,
PXDNL,GO:0006979 GO:0042744 GO:0098869
ZCCHC8,GO:0000398 GO:0016076 GO:0034470
PPM1J,GO:1904184 GO:0006470
ERLIN1,GO:0008203 GO:0030433 GO:0032933 GO:0045540 GO:0045541 GO:0045717
NMNAT2,GO:0009165 GO:0009435 GO:0061564 GO:2000766
ZNF518B,GO:0006325 GO:0006357
ETS1,GO:0006955 GO:0008285 GO:0010595 GO:0010628 GO:0030578 GO:0043536 GO:0045648 GO:0045765 GO:0045766 GO:0045893 GO:0045944 GO:0048870 GO:0050729 GO:1902895 GO:1904996 GO:0030154 GO:0006357
PARL,GO:0006508 GO:0008053 GO:0010821 GO:0016485 GO:0030162 GO:0033619 GO:0090201 GO:1903146 GO:1903214 GO:2000377 GO:2001243 GO:0006465
BRMS1,GO:0000122 GO:0006915 GO:0030336 GO:0030512 GO:0032088 GO:0042981 GO:0045892 GO:0090312 GO:1902455 GO:1902459 GO:2000210 GO:0016575
TELO2,GO:0032006 GO:0050821 GO:0071902 GO:1904263 GO:1904515 GO:2000003 GO:0007004
ANKRD40,GO:0008150
FAM221A,
HFE,GO:0002725 GO:0006879 GO:0010039 GO:0010628 GO:0010862 GO:0030509 GO:0032092 GO:0032435 GO:0034755 GO:0034756 GO:0042446 GO:0048260 GO:0060586 GO:0065003 GO:0071281 GO:0090277 GO:1900121 GO:1900122 GO:1904283 GO:1904434 GO:1904437 GO:2000008 GO:2000059 GO:2000272 GO:2000273 GO:2001186 GO:0002476 GO:0001916 GO:0002486 GO:1990641
COG7,GO:0000301 GO:0006486 GO:0006886 GO:0006890 GO:0007030 GO:0033365 GO:0034067 GO:0050821 GO:0070085
ZIC5,GO:0030154 GO:0007417 GO:0006357
TFEC,GO:0000122 GO:0034605 GO:0045944 GO:0006357
CCDC66,GO:0001578 GO:0001895 GO:0050908 GO:0060271 GO:1903564
BUB1,GO:0006468 GO:0006915 GO:0007059 GO:0007063 GO:0008283 GO:0051301 GO:0051983 GO:0051754 GO:0007094
TRAV4,GO:0002250 GO:0009617
TRAJ53,
RXFP3,GO:0007186 GO:0032467 GO:0007218
BLTP3B,GO:0034498 GO:0120009
SAR1B,GO:0002474 GO:0032368 GO:0042953 GO:0055088 GO:0006886 GO:0016050 GO:0061024 GO:0070863 GO:0003400 GO:0006888
SORL1,GO:0002024 GO:0006605 GO:0006622 GO:0006892 GO:0006898 GO:0007218 GO:0008283 GO:0010897 GO:0014910 GO:0016477 GO:0030514 GO:0031333 GO:0032091 GO:0034067 GO:0038020 GO:0043407 GO:0045053 GO:0045732 GO:0046628 GO:0050768 GO:0051604 GO:0070863 GO:0099638 GO:1900168 GO:1901215 GO:1902430 GO:1902771 GO:1902948 GO:1902953 GO:1902955 GO:1902960 GO:1902963 GO:1902966 GO:1902997 GO:1904179 GO:1990845 GO:2001137
XYLT1,GO:0006024 GO:0015012 GO:0030166 GO:0030203 GO:0030206 GO:0043931 GO:0048706 GO:0050650
ROPN1B,GO:0001932 GO:0007266 GO:0007283 GO:0007340 GO:0007342 GO:0030317 GO:0044782 GO:0048240 GO:0061512 GO:0061640 GO:0098609
PRR14L,
KLF1,GO:0006355 GO:0030218 GO:0045893 GO:0060135 GO:1901653 GO:0006357
KCNE4,GO:0098915 GO:0086005 GO:0060307 GO:1902260 GO:0097623 GO:0086011 GO:0086091
OR4D1,GO:0007186 GO:0007608 GO:0050911
SDSL,GO:0006629 GO:0008150 GO:0009097 GO:0006565 GO:0006567
FAM177B,
CSTF1,GO:0031124
HSD17B3,GO:0006702 GO:0030539 GO:0061370 GO:0006694
TXNDC16,GO:0008150
SLC5A7,GO:0001701 GO:0006814 GO:0006836 GO:0008292 GO:0055085 GO:0007274 GO:0015871 GO:0007271
LOXL2,GO:0000122 GO:0001666 GO:0001837 GO:0001935 GO:0002040 GO:0006897 GO:0007155 GO:0010718 GO:0018057 GO:0022900 GO:0030199 GO:0032332 GO:0036211 GO:0043542 GO:0045892 GO:0046688 GO:0070828 GO:1902455
TTC33,
ASB5,GO:0016567 GO:0035556 GO:0045732
MTHFS,GO:0006536 GO:0015942 GO:0035999 GO:0046653 GO:0046655 GO:0046657 GO:0009396
FZD4,GO:0001525 GO:0001570 GO:0001666 GO:0007186 GO:0007223 GO:0007605 GO:0008283 GO:0010812 GO:0016055 GO:0019221 GO:0030182 GO:0030335 GO:0030947 GO:0031987 GO:0034446 GO:0035426 GO:0035567 GO:0042701 GO:0043507 GO:0045446 GO:0045893 GO:0050775 GO:0051091 GO:0060070 GO:0060856 GO:0061299 GO:0061301 GO:0061304 GO:0071300 GO:0110135 GO:0150012 GO:1990830
NRG1,GO:0045892 GO:0003222 GO:0006351 GO:0007154 GO:0007399 GO:0008284 GO:0014032 GO:0030879 GO:0031334 GO:0032148 GO:0038127 GO:0038129 GO:0038130 GO:0038133 GO:0038135 GO:0038138 GO:0042060 GO:0050919 GO:0051048 GO:0051155 GO:0055007 GO:0060379 GO:0060956 GO:0070374 GO:0030154 GO:0048513 GO:0035556 GO:0007171
ADAM20,GO:0007338 GO:0008584 GO:0006508
SPARCL1,GO:0007165 GO:0099560 GO:0048856
PAX8,GO:0001655 GO:0001658 GO:0001822 GO:0001823 GO:0003281 GO:0003337 GO:0006351 GO:0006790 GO:0007417 GO:0009653 GO:0010667 GO:0030878 GO:0038194 GO:0039003 GO:0042472 GO:0042981 GO:0045893 GO:0045944 GO:0048793 GO:0071371 GO:0071599 GO:0072108 GO:0072207 GO:0072221 GO:0072278 GO:0072284 GO:0072289 GO:0072305 GO:0072307 GO:0090190 GO:1900212 GO:1900215 GO:1900218 GO:2000594 GO:2000611 GO:2000612 GO:0048856 GO:0006357
RPA1,GO:0000723 GO:0000724 GO:0006260 GO:0006261 GO:0006281 GO:0006284 GO:0006289 GO:0006298 GO:0006310 GO:0006974 GO:0034502 GO:0007004 GO:0051321
TMEM144,GO:0034219
TFPI2,GO:0007596 GO:0010466 GO:0071498
PFAS,GO:0006177 GO:0006189 GO:0006541 GO:0009168 GO:0009410 GO:0044208 GO:0097065 GO:0097294 GO:0006164
SPDYC,GO:0007049 GO:0045737
NOP53,GO:0000027 GO:0000122 GO:0001932 GO:0006281 GO:0006974 GO:0007095 GO:0014067 GO:0031333 GO:0032435 GO:0032436 GO:0039535 GO:0042981 GO:0050821 GO:0051726 GO:0051898 GO:0071456 GO:1901796 GO:1901797 GO:1901837 GO:1902570 GO:1903006 GO:1903715 GO:1990173 GO:0006364
C21ORF62,
CNBP,GO:0000122 GO:0006355 GO:0008284 GO:0042632 GO:0045893 GO:0045944 GO:0071919 GO:2000767
SPATA25,GO:0007283 GO:0030154
OPA3,GO:0007601 GO:0050896 GO:0019216
ZFYVE19,GO:0009838 GO:0032466 GO:0044878 GO:0051301
SPATA46,GO:0007283 GO:0007342 GO:0030154 GO:0009566
SPATA31E1,GO:0007283 GO:0030154
NUP205,GO:0006913 GO:0015031 GO:0051028 GO:0051292 GO:0006999
HOXA1,GO:0007605 GO:0007634 GO:0009653 GO:0021599 GO:0042473 GO:0045944 GO:0048702 GO:0048839 GO:0048844 GO:0050795 GO:0050890 GO:0050905 GO:0060840 GO:0060876 GO:0090102 GO:0090103 GO:0006357
NR3C2,GO:0007165 GO:0043401 GO:1901224 GO:0006357
PITX2,GO:0006357 GO:0003253 GO:0007368 GO:0035315 GO:0035993 GO:0042476 GO:0043010 GO:0045944 GO:0048536 GO:0060126 GO:0060127 GO:0060971 GO:0061072 GO:0061325 GO:0070986 GO:0009653
KCNJ1,GO:1990573 GO:0034765
RTN1,GO:1902430 GO:0030182 GO:0007420 GO:0071787
C3ORF84,
CRYGB,GO:0007601 GO:0070309 GO:0002088
H2BC1,GO:0006334 GO:0006337 GO:0035092
UROC1,GO:0006548 GO:0019556 GO:0019557
AGTR1,GO:0001558 GO:0001822 GO:0002018 GO:0002034 GO:0003081 GO:0007186 GO:0007200 GO:0007204 GO:0007266 GO:0010744 GO:0019229 GO:0019722 GO:0032430 GO:0033864 GO:0034374 GO:0035813 GO:0038166 GO:0042127 GO:0046718 GO:0050727 GO:0050729 GO:0051247 GO:0051482 GO:0060326 GO:0086097 GO:0097746 GO:1903589 GO:1905920 GO:2000379 GO:0006954
CAMLG,GO:0001782 GO:0001881 GO:0006952 GO:0007165 GO:0007173 GO:0016192 GO:0031397 GO:0032435 GO:0045048 GO:0050821 GO:0071816
TRAPPC9,GO:0006888 GO:0006901 GO:0021987 GO:0030182 GO:0051092 GO:0099022
RAN,GO:0000055 GO:0000056 GO:0000070 GO:0000278 GO:0006259 GO:0006606 GO:0006611 GO:0007052 GO:0007286 GO:0016032 GO:0021766 GO:0030036 GO:0032092 GO:0035281 GO:0042307 GO:0046039 GO:0051301 GO:0061015 GO:0071389 GO:1902570 GO:0000054
NEMP1,GO:0071763
PCDHA6,GO:0007156 GO:0007399 GO:0007155
VSIG4,GO:0006957 GO:0043031 GO:0045957 GO:0042130 GO:0032703
COX18,GO:0008535 GO:0032979 GO:0033617 GO:0051204
TNNT1,GO:0003009 GO:0014883 GO:0045932 GO:0031444 GO:0045214
GATA3,GO:0010719 GO:0030217 GO:0045944 GO:0001701 GO:0001709 GO:0001764 GO:0001806 GO:0001817 GO:0001822 GO:0001823 GO:0002088 GO:0002572 GO:0003180 GO:0003215 GO:0003281 GO:0006338 GO:0006366 GO:0006952 GO:0006954 GO:0006959 GO:0007165 GO:0007411 GO:0008283 GO:0008285 GO:0008584 GO:0009410 GO:0009615 GO:0009653 GO:0009791 GO:0009967 GO:0010332 GO:0010595 GO:0010975 GO:0014065 GO:0030101 GO:0030218 GO:0030225 GO:0031929 GO:0032689 GO:0032703 GO:0032736 GO:0032753 GO:0032754 GO:0033600 GO:0035162 GO:0035457 GO:0035799 GO:0035898 GO:0042421 GO:0042472 GO:0043523 GO:0043583 GO:0043627 GO:0045061 GO:0045064 GO:0045087 GO:0045471 GO:0045582 GO:0045622 GO:0045786 GO:0045892 GO:0045893 GO:0048469 GO:0048485 GO:0048538 GO:0048589 GO:0048646 GO:0050728 GO:0050852 GO:0051216 GO:0051897 GO:0060017 GO:0060037 GO:0060065 GO:0060231 GO:0060374 GO:0060676 GO:0061290 GO:0071353 GO:0071356 GO:0071599 GO:0071773 GO:0072107 GO:0072178 GO:0072179 GO:0072182 GO:0072197 GO:0072676 GO:0090102 GO:1901536 GO:1902895 GO:2000114 GO:2000146 GO:2000352 GO:2000553 GO:2000607 GO:2000611 GO:2000679 GO:2000683 GO:2000703 GO:2000734 GO:0045165 GO:0048568 GO:0030856 GO:0002520 GO:0000122
AGT,GO:0001558 GO:0001819 GO:0001822 GO:0001974 GO:0002016 GO:0002018 GO:0002019 GO:0002027 GO:0002034 GO:0003014 GO:0003051 GO:0003331 GO:0006606 GO:0006883 GO:0007166 GO:0007186 GO:0007199 GO:0007200 GO:0007202 GO:0007204 GO:0007263 GO:0007267 GO:0007565 GO:0008217 GO:0008306 GO:0010536 GO:0010595 GO:0010613 GO:0010666 GO:0010718 GO:0010744 GO:0010976 GO:0014061 GO:0014068 GO:0014824 GO:0014873 GO:0016525 GO:0019229 GO:0030308 GO:0032355 GO:0032930 GO:0033864 GO:0034104 GO:0034374 GO:0035106 GO:0035813 GO:0035815 GO:0042127 GO:0042311 GO:0043407 GO:0045429 GO:0045742 GO:0045777 GO:0045893 GO:0046628 GO:0048144 GO:0048146 GO:0048169 GO:0048659 GO:0050729 GO:0050731 GO:0051092 GO:0051247 GO:0051387 GO:0051403 GO:0051924 GO:0051969 GO:0061049 GO:0061098 GO:0070371 GO:0070471 GO:0071260 GO:0090190 GO:1901201 GO:1901394 GO:1903598 GO:1903779 GO:1904385 GO:1904707 GO:1904754 GO:1905010 GO:1905589 GO:1905920 GO:2000379 GO:2001238 GO:0042981
MDM2,GO:0051726 GO:0006511 GO:0000122 GO:0000209 GO:0001568 GO:0001974 GO:0002027 GO:0003181 GO:0003203 GO:0003281 GO:0003283 GO:0006915 GO:0006977 GO:0007089 GO:0008284 GO:0016567 GO:0016925 GO:0031648 GO:0032436 GO:0034504 GO:0036369 GO:0042176 GO:0043161 GO:0043518 GO:0045184 GO:0045892 GO:0045931 GO:0046677 GO:0051149 GO:0051603 GO:0051865 GO:0060411 GO:0065003 GO:0071456 GO:0071480 GO:0072717 GO:1901797 GO:1902254 GO:1990000 GO:0010468 GO:0043066 GO:0007049
ATXN7L1,
PRKRA,GO:0006468 GO:0006955 GO:0008285 GO:0009615 GO:0030422 GO:0031054 GO:0034599 GO:0035196 GO:0042473 GO:0042474 GO:0048705 GO:0050821 GO:2001244 GO:0070920
CCT6A,GO:0006457 GO:0032212 GO:0050821 GO:0061077 GO:1904851 GO:1904871 GO:1904874
OXA1L,GO:0009060 GO:0032780 GO:0032981 GO:0033615 GO:0051262 GO:0051354 GO:0032979
IGLV1-36,GO:0002250 GO:0002377 GO:0006955
TASL,GO:0034121 GO:0034157 GO:0034161 GO:0035751 GO:0045087 GO:0045089
TWF1,GO:0010613 GO:0030837 GO:0042989 GO:0043538 GO:0051016 GO:0010591 GO:0030042 GO:0010976
CNTLN,GO:0010457 GO:0033365
UBXN4,GO:0006986 GO:0030433
KLHL10,GO:0000902 GO:0007286 GO:0008584 GO:0009566 GO:0016567 GO:0048808 GO:0048873
SLC2A12,GO:0008645 GO:1904659 GO:0072359
MMP26,GO:0006508 GO:0050728 GO:0030198 GO:0030574
TCTN2,GO:0007224 GO:0060271 GO:1904491
BAZ1A,GO:0006261 GO:0006275 GO:0006334 GO:0006338 GO:0006357 GO:0045740 GO:0031445 GO:0006355
LRFN3,GO:0099179 GO:0099560 GO:1905606
CST2,GO:0001580 GO:2000117
MED1,GO:0045444 GO:0045944 GO:0000122 GO:0000902 GO:0001525 GO:0001889 GO:0001892 GO:0002088 GO:0002154 GO:0003222 GO:0003406 GO:0006590 GO:0006606 GO:0006702 GO:0007420 GO:0007595 GO:0010628 GO:0010839 GO:0030216 GO:0030224 GO:0030518 GO:0031100 GO:0032968 GO:0033148 GO:0035050 GO:0035116 GO:0035162 GO:0035357 GO:0035729 GO:0035855 GO:0042789 GO:0043066 GO:0045023 GO:0045618 GO:0045648 GO:0045665 GO:0045893 GO:0048821 GO:0048822 GO:0051123 GO:0060218 GO:0060261 GO:0060335 GO:0060744 GO:0060745 GO:0060750 GO:0070318 GO:0070562 GO:0071364 GO:0071383 GO:0097067 GO:2000347 GO:2001141 GO:0006357
TCAF1,GO:0030336 GO:0090314 GO:1901529
MTCP1,GO:0033138 GO:0071902
TFIP11,GO:0000390 GO:0000398 GO:0006396 GO:0031214 GO:0031333 GO:0031848 GO:0032091 GO:1904876 GO:2001033
GLYATL1,GO:0006541
TLCD1,GO:0007009 GO:0055091 GO:0071709 GO:0097035
THUMPD1,GO:0006400
SRSF5,GO:0006376 GO:0006397 GO:0032869 GO:0033120 GO:0051726 GO:0097421 GO:0000398
TADA1,GO:0006282 GO:0035521 GO:0035522 GO:0043484 GO:0043966 GO:0045893 GO:0006357
BMP10,GO:0030509 GO:0001822 GO:0007155 GO:0007512 GO:0010596 GO:0010613 GO:0010614 GO:0010628 GO:0010862 GO:0030308 GO:0030336 GO:0032924 GO:0045214 GO:0045893 GO:0055009 GO:0055010 GO:0055015 GO:0055117 GO:0060038 GO:0060045 GO:0060298 GO:0060347 GO:0060389 GO:0061036 GO:1903242 GO:2000138 GO:0060395
SFSWAP,GO:0000380 GO:0048025 GO:0000395
PEG3,GO:0000122 GO:0010468 GO:0045944 GO:0006915
DCAF7,GO:0016567
FOXN4,GO:0001947 GO:0006355 GO:0008016 GO:0010842 GO:0021514 GO:0035881 GO:0036302 GO:0045944 GO:0060579
GNA11,GO:0001501 GO:0007165 GO:0007207 GO:0007213 GO:0007507 GO:0007603 GO:0008217 GO:0009649 GO:0032024 GO:0045634 GO:0048066 GO:0071467 GO:0086100 GO:0099105 GO:1904888 GO:1990806 GO:0060158 GO:0001508 GO:0007188
MSR1,GO:0006898 GO:0006911 GO:0010629 GO:0010744 GO:0010886 GO:0030301 GO:0034381 GO:0042953 GO:0051649 GO:0071407 GO:0097242
FAM114A2,GO:0008150
CPNE9,GO:0030154 GO:1903861 GO:0071277
DAPK1,GO:0006915 GO:0002357 GO:0002834 GO:0006468 GO:0008625 GO:0010506 GO:0010508 GO:0017148 GO:0035556 GO:0042981 GO:0043065 GO:0043066 GO:0043280 GO:0046777 GO:0071346 GO:0071447 GO:0097190 GO:1904094 GO:2000310
LYPD3,GO:0007160 GO:0034392
DNAAF2,GO:0001701 GO:0032526 GO:0036158 GO:0036159 GO:0050821 GO:0051649 GO:0060285 GO:0061966 GO:0070286 GO:0003351
MGMT,GO:0006266 GO:0006306 GO:0006307 GO:0009410 GO:0009636 GO:0034599 GO:0043066 GO:0043281 GO:0045471 GO:0051593 GO:0060644 GO:0071407 GO:0071479 GO:2000781 GO:0006281
OR56B4,GO:0007186 GO:0050911
GPAT3,GO:0006072 GO:0006654 GO:0016024 GO:0019432 GO:0032006
CENPQ,GO:0051310 GO:1905342
NCAPD2,GO:0007076 GO:0051301 GO:0051984 GO:1905820 GO:1905821 GO:0010032
OR2T33,GO:0007186 GO:0050911
FGFR3,GO:0008284 GO:0008543 GO:0000165 GO:0001501 GO:0001958 GO:0002062 GO:0003416 GO:0007267 GO:0010518 GO:0018108 GO:0030282 GO:0035988 GO:0042531 GO:0043410 GO:0043552 GO:0046777 GO:0048640 GO:0060349 GO:0070374 GO:0070977 GO:1902178 GO:0007169 GO:0007275 GO:0033674
OR13D1,GO:0007186 GO:0050911
UBAC2,GO:0070972 GO:0016055 GO:0090090 GO:1904153
GUK1,GO:0006163 GO:0006185 GO:0006805 GO:0015949 GO:0016310 GO:0046037 GO:0046710
SULT2B1,GO:0008202 GO:0008203 GO:0008285 GO:0045606 GO:0050427 GO:0051923
CYP2B6,GO:0006805 GO:0008202 GO:0042178 GO:0042180 GO:0019373
SULF1,GO:0001822 GO:0001937 GO:0002063 GO:0003094 GO:0006915 GO:0010575 GO:0014846 GO:0016525 GO:0030177 GO:0030201 GO:0030336 GO:0030513 GO:0032836 GO:0035860 GO:0040036 GO:0040037 GO:0048010 GO:0048706 GO:0051216 GO:0060348 GO:0060384 GO:0060686
INAVA,GO:0002221 GO:0002720 GO:0031398 GO:0032494 GO:0032495 GO:0032731 GO:0032733 GO:0032755 GO:0032874 GO:0034334 GO:0043123 GO:0043410 GO:0045087 GO:0060729 GO:0070431 GO:1903409
MSANTD2,
PGC,GO:0002803 GO:0007586 GO:0006508
MRGPRX3,GO:0007186
OR14I1,GO:0007186 GO:0050911
KCNAB3,GO:0006813 GO:0071805 GO:1901379
SH3PXD2B,GO:0001501 GO:0001654 GO:0006801 GO:0007507 GO:0022617 GO:0030154 GO:0060348 GO:0060612 GO:0071800 GO:0072657 GO:0042554
TRAV27,GO:0002250 GO:0006955 GO:0050830 GO:0009617
CXCL13,GO:0002467 GO:0002518 GO:0002544 GO:0002920 GO:0006955 GO:0007166 GO:0007204 GO:0007267 GO:0010820 GO:0033625 GO:0033634 GO:0035754 GO:0035768 GO:0042742 GO:0045765 GO:0090630 GO:2000545 GO:0071222 GO:0006954 GO:0070098 GO:0030593 GO:0061844
HDHD3,
CFAP107,
NOL10,GO:0000462
ZNF286A,GO:0006355
KDELR3,GO:0006890 GO:0015031 GO:0006621 GO:0006888
PRPF6,GO:0006403 GO:0045944 GO:0000244 GO:0000245 GO:0000375 GO:0000398 GO:0008380
ANO5,GO:0006821 GO:0034220 GO:1902476
PLXNA3,GO:0007411 GO:0021766 GO:0021860 GO:0097485 GO:0021612 GO:0021628 GO:0021637 GO:0021785 GO:0021828 GO:0048843 GO:0048846 GO:0050919 GO:0051495 GO:0071526 GO:1902287 GO:0030334 GO:0043087 GO:0008360 GO:0007162 GO:0050772
BBS7,GO:0006357 GO:0032436 GO:0001654 GO:0001947 GO:0007224 GO:0007368 GO:0007420 GO:0007601 GO:0015031 GO:0032402 GO:0045444 GO:0048546 GO:0051877 GO:0060173 GO:0060271 GO:1903929 GO:1905515 GO:0046907 GO:0008104
HAAO,GO:0006569 GO:0009435 GO:0010043 GO:0019805 GO:0022900 GO:0043420 GO:0046686 GO:0070050 GO:0034354 GO:0046874
R3HCC1L,
ZNF813,GO:0006355
RFX6,GO:0003309 GO:0003310 GO:0003311 GO:0031018 GO:0035774 GO:0042593 GO:0045893 GO:0045944 GO:0050796 GO:0090104 GO:0006357
UMOD,GO:0002251 GO:0003091 GO:0003094 GO:0006629 GO:0006874 GO:0006883 GO:0006914 GO:0006954 GO:0006968 GO:0007029 GO:0007157 GO:0007159 GO:0008217 GO:0008285 GO:0008380 GO:0009410 GO:0009414 GO:0015747 GO:0018107 GO:0030433 GO:0030643 GO:0030644 GO:0032496 GO:0033209 GO:0033555 GO:0034620 GO:0035809 GO:0044861 GO:0046720 GO:0050829 GO:0051223 GO:0055075 GO:0060073 GO:0061077 GO:0070294 GO:0071918 GO:0072044 GO:0072051 GO:0072218 GO:0072221 GO:0072233 GO:0072665 GO:0097190 GO:0097709 GO:0097744 GO:0140367 GO:1990266
IGKV1-17,GO:0002250 GO:0006955 GO:0002377
ARHGAP35,GO:0035024 GO:0001843 GO:0007411 GO:0007413 GO:0008064 GO:0008360 GO:0010976 GO:0016477 GO:0021955 GO:0030879 GO:0030900 GO:0030950 GO:0031668 GO:0032956 GO:0043010 GO:0043116 GO:0043547 GO:0044319 GO:0045724 GO:0050770 GO:0051056 GO:0097485 GO:0007266 GO:0008361
C2CD2L,GO:0015914 GO:0035774 GO:0120009
F12,GO:0002353 GO:0002542 GO:0007597 GO:0010756 GO:0016485 GO:0016540 GO:0030194 GO:0031638 GO:0042730 GO:0045087 GO:0051788 GO:0051919 GO:0007596
THEMIS2,GO:0006954 GO:0007155 GO:0050864 GO:0050852
MLXIPL,GO:0000122 GO:0000432 GO:0006355 GO:0008284 GO:0008610 GO:0009653 GO:0010255 GO:0033137 GO:0042593 GO:0045723 GO:0045821 GO:0045892 GO:0045893 GO:0045944 GO:0046889 GO:0055089 GO:0070328 GO:0090324 GO:0097009 GO:0006357
REM1,GO:1901842
CCNA2,GO:0000086 GO:0006275 GO:0006351 GO:0007265 GO:0031100 GO:0033762 GO:0036120 GO:0043687 GO:0044320 GO:0044843 GO:0045893 GO:0048146 GO:0051301 GO:0071314 GO:0071373 GO:0071392 GO:0071456 GO:0071732 GO:0090102 GO:1990314 GO:0044772 GO:0000079
TRBV7-8,GO:0002250 GO:0007166
UGT1A10,GO:0006629 GO:0006805 GO:0051552 GO:0052695 GO:0001889
NPHP1,GO:0007165 GO:0007632 GO:0030030 GO:0030036 GO:0048515 GO:0060041 GO:0098609 GO:1903348 GO:0090251
CYRIA,GO:0008150 GO:0030833
ELL2,GO:0006368 GO:0042795 GO:0032968
CDX2,GO:0000122 GO:0001568 GO:0001829 GO:0008284 GO:0008333 GO:0014807 GO:0035019 GO:0045197 GO:0045597 GO:0045944 GO:0048863 GO:0060575 GO:0060711 GO:0030154 GO:0009887 GO:0009790 GO:0006357 GO:0009948
OR6A2,GO:0007165 GO:0007186 GO:0007608 GO:0050911
HTATIP2,GO:0043068 GO:0045944 GO:0046777 GO:0001525 GO:0006357 GO:0006915 GO:0030154 GO:0043066 GO:0045765 GO:0051170
UNC5D,GO:0006915 GO:0007411 GO:0021859 GO:0038007 GO:0098742 GO:2001222
S100B,GO:0007155 GO:0007409 GO:0007417 GO:0007611 GO:0007613 GO:0043123 GO:0045666 GO:0048168 GO:0097490 GO:1990845 GO:0008284
ZNF257,GO:0006357 GO:0006355
FDX2,GO:0044572 GO:0016226 GO:0044571 GO:0140647 GO:0051353
CDK19,GO:0043065 GO:0050729 GO:0051726 GO:0071222 GO:0006468
ZMYND10,GO:0003341 GO:0006457 GO:0036158 GO:0036159 GO:0044458 GO:0061512 GO:1905505
P3H4,GO:0007130 GO:0017185 GO:0030199 GO:0032964 GO:0046849
